AnnoA;ClasseNUMERO;ClasseNOME;Sesso;Imm
2005/2006;34;Scienze e tecniche psicologiche;M;2256
2005/2006;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;718
2005/2006;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;513
2005/2006;36;Scienze sociologiche;F;2760
2005/2006;36;Scienze sociologiche;M;1862
2005/2006;37;Scienze statistiche;F;501
2005/2006;37;Scienze statistiche;M;663
2005/2006;38;Scienze storiche;F;936
2005/2006;38;Scienze storiche;M;1424
2005/2006;39;Scienze del turismo;F;2425
2005/2006;39;Scienze del turismo;M;1020
2005/2006;4;Scienze dell'architettura e dell'ingegneria edile;F;3842
2005/2006;4;Scienze dell'architettura e dell'ingegneria edile;M;4205
2005/2006;4/S;Specialistiche in architettura e ingegneria edile;F;1914
2005/2006;4/S;Specialistiche in architettura e ingegneria edile;M;1661
2005/2006;40;Scienze e tecnologie zootecniche e delle produzioni animali;F;821
2005/2006;40;Scienze e tecnologie zootecniche e delle produzioni animali;M;533
2005/2006;41;Tecnologie per la conservazione e il restauro dei beni culturali;F;628
2005/2006;41;Tecnologie per la conservazione e il restauro dei beni culturali;M;179
2005/2006;42;Disegno industriale;F;1293
2005/2006;42;Disegno industriale;M;1057
2005/2006;46/S;Specialistiche in medicina e chirurgia;F;3344
2005/2006;46/S;Specialistiche in medicina e chirurgia;M;2653
2005/2006;47/S;Specialistiche in medicina veterinaria;F;712
2005/2006;47/S;Specialistiche in medicina veterinaria;M;328
2005/2006;5;Lettere;F;5530
2005/2006;5;Lettere;M;2061
2005/2006;52/S;Specialistiche in odontoiatria e protesi dentaria;F;219
2005/2006;52/S;Specialistiche in odontoiatria e protesi dentaria;M;336
2005/2006;6;Scienze del servizio sociale;F;3676
2005/2006;6;Scienze del servizio sociale;M;419
2005/2006;7;Urbanistica e scienze della pianificazione territoriale e ambientale;F;371
2005/2006;7;Urbanistica e scienze della pianificazione territoriale e ambientale;M;1261
2005/2006;8;Ingegneria civile e ambientale;F;1578
2005/2006;8;Ingegneria civile e ambientale;M;4628
2005/2006;9;Ingegneria dell'informazione;F;1857
2005/2006;9;Ingegneria dell'informazione;M;10339
2005/2006;99999;Classe non definita;F;4062
2005/2006;99999;Classe non definita;M;979
2005/2006;DS1;Scienze della difesa e della sicurezza;F;62
2005/2006;DS1;Scienze della difesa e della sicurezza;M;402
2005/2006;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;9791
2005/2006;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;4164
2005/2006;SNT2;Professioni sanitarie della riabilitazione;F;3970
2005/2006;SNT2;Professioni sanitarie della riabilitazione;M;1845
2005/2006;SNT3;Professioni sanitarie tecniche;F;2447
2005/2006;SNT3;Professioni sanitarie tecniche;M;1795
2005/2006;SNT4;Professioni sanitarie della prevenzione;F;355
2005/2006;SNT4;Professioni sanitarie della prevenzione;M;550
2004/2005;1;Biotecnologie;F;2638
2004/2005;1;Biotecnologie;M;1435
2004/2005;10;Ingegneria industriale;F;2355
2004/2005;10;Ingegneria industriale;M;11039
2004/2005;11;Lingue e culture moderne;F;9113
2004/2005;11;Lingue e culture moderne;M;2189
2004/2005;12;Scienze biologiche;F;6063
2004/2005;12;Scienze biologiche;M;2748
2004/2005;13;Scienze dei beni culturali;F;6156
2004/2005;13;Scienze dei beni culturali;M;2053
2004/2005;14;Scienze della comunicazione;F;8092
2004/2005;14;Scienze della comunicazione;M;5468
2004/2005;14/S;Specialistiche in farmacia e farmacia industriale;F;6024
2004/2005;14/S;Specialistiche in farmacia e farmacia industriale;M;2999
2004/2005;15;Scienze politiche e delle relazioni internazionali;F;4523
2004/2005;15;Scienze politiche e delle relazioni internazionali;M;5295
2004/2005;16;Scienze della Terra;F;393
2004/2005;16;Scienze della Terra;M;920
2004/2005;17;Scienze dell'economia e della gestione aziendale;F;14511
2004/2005;17;Scienze dell'economia e della gestione aziendale;M;16676
2004/2005;18;Scienze dell'educazione e della formazione;F;12494
2004/2005;18;Scienze dell'educazione e della formazione;M;1778
2004/2005;19;Scienze dell'amministrazione;F;1498
2004/2005;19;Scienze dell'amministrazione;M;1750
2004/2005;2;Scienze dei servizi giuridici;F;1879
2004/2005;2;Scienze dei servizi giuridici;M;1678
2004/2005;20;Scienze e tecnologie agrarie, agroalimentari e forestali;F;1667
2004/2005;20;Scienze e tecnologie agrarie, agroalimentari e forestali;M;3810
2004/2005;21;Scienze e tecnologie chimiche;F;874
2004/2005;21;Scienze e tecnologie chimiche;M;1197
2004/2005;22;Scienze e tecnologie della navigazione marittima e aerea;F;20
2004/2005;22;Scienze e tecnologie della navigazione marittima e aerea;M;80
2004/2005;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;F;3527
2004/2005;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;M;2195
2004/2005;24;Scienze e tecnologie farmaceutiche;F;1754
2004/2005;24;Scienze e tecnologie farmaceutiche;M;1072
2004/2005;25;Scienze e tecnologie fisiche;F;639
2004/2005;25;Scienze e tecnologie fisiche;M;1401
2004/2005;26;Scienze e tecnologie informatiche;F;821
2004/2005;26;Scienze e tecnologie informatiche;M;5759
2004/2005;27;Scienze e tecnologie per l'ambiente e la natura;F;1096
2004/2005;27;Scienze e tecnologie per l'ambiente e la natura;M;1372
2004/2005;28;Scienze economiche;F;4742
2004/2005;28;Scienze economiche;M;5646
2004/2005;29;Filosofia;F;1992
2004/2005;29;Filosofia;M;1602
2004/2005;3;Scienze della mediazione linguistica;F;6165
2004/2005;3;Scienze della mediazione linguistica;M;1260
2004/2005;30;Scienze geografiche;F;324
2004/2005;30;Scienze geografiche;M;317
2004/2005;31;Scienze giuridiche;F;20096
2004/2005;31;Scienze giuridiche;M;14863
2004/2005;32;Scienze matematiche;F;876
2004/2005;32;Scienze matematiche;M;790
2004/2005;33;Scienze delle attivita motorie e sportive;F;1576
2004/2005;33;Scienze delle attivita motorie e sportive;M;3105
2004/2005;34;Scienze e tecniche psicologiche;F;7907
2004/2005;34;Scienze e tecniche psicologiche;M;2635
2004/2005;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;762
2004/2005;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;530
2004/2005;36;Scienze sociologiche;F;2957
2004/2005;36;Scienze sociologiche;M;1723
2004/2005;37;Scienze statistiche;F;455
2004/2005;37;Scienze statistiche;M;656
2004/2005;38;Scienze storiche;F;929
2004/2005;38;Scienze storiche;M;1316
2004/2005;39;Scienze del turismo;F;2631
2004/2005;39;Scienze del turismo;M;1127
2004/2005;4;Scienze dell'architettura e dell'ingegneria edile;F;3917
2004/2005;4;Scienze dell'architettura e dell'ingegneria edile;M;4210
2004/2005;4/S;Specialistiche in architettura e ingegneria edile;F;1921
2004/2005;4/S;Specialistiche in architettura e ingegneria edile;M;1662
2004/2005;40;Scienze e tecnologie zootecniche e delle produzioni animali;F;771
2004/2005;40;Scienze e tecnologie zootecniche e delle produzioni animali;M;612
2004/2005;41;Tecnologie per la conservazione e il restauro dei beni culturali;F;613
2004/2005;41;Tecnologie per la conservazione e il restauro dei beni culturali;M;200
2004/2005;42;Disegno industriale;F;1445
2004/2005;42;Disegno industriale;M;1223
2004/2005;46/S;Specialistiche in medicina e chirurgia;F;3592
2004/2005;46/S;Specialistiche in medicina e chirurgia;M;2415
2004/2005;47/S;Specialistiche in medicina veterinaria;F;752
2004/2005;47/S;Specialistiche in medicina veterinaria;M;365
2004/2005;5;Lettere;F;5542
2004/2005;5;Lettere;M;2268
2004/2005;52/S;Specialistiche in odontoiatria e protesi dentaria;F;278
2004/2005;52/S;Specialistiche in odontoiatria e protesi dentaria;M;345
2004/2005;6;Scienze del servizio sociale;F;3997
2004/2005;6;Scienze del servizio sociale;M;550
2004/2005;7;Urbanistica e scienze della pianificazione territoriale e ambientale;F;409
2004/2005;7;Urbanistica e scienze della pianificazione territoriale e ambientale;M;992
2004/2005;8;Ingegneria civile e ambientale;F;1667
2004/2005;8;Ingegneria civile e ambientale;M;4924
2004/2005;9;Ingegneria dell'informazione;F;2077
2004/2005;9;Ingegneria dell'informazione;M;11674
2004/2005;99999;Classe non definita;F;4275
2004/2005;99999;Classe non definita;M;1243
2004/2005;DS1;Scienze della difesa e della sicurezza;F;53
2004/2005;DS1;Scienze della difesa e della sicurezza;M;354
2004/2005;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;8708
2004/2005;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;3425
2004/2005;SNT2;Professioni sanitarie della riabilitazione;F;2926
2004/2005;SNT2;Professioni sanitarie della riabilitazione;M;1458
2004/2005;SNT3;Professioni sanitarie tecniche;F;2433
2004/2005;SNT3;Professioni sanitarie tecniche;M;1708
2004/2005;SNT4;Professioni sanitarie della prevenzione;F;352
2004/2005;SNT4;Professioni sanitarie della prevenzione;M;504
2003/2004;1;Biotecnologie;F;2484
2003/2004;1;Biotecnologie;M;1435
2003/2004;10;Ingegneria industriale;F;2164
2003/2004;10;Ingegneria industriale;M;11183
2003/2004;11;Lingue e culture moderne;F;9351
2003/2004;11;Lingue e culture moderne;M;2099
2003/2004;12;Scienze biologiche;F;6509
2003/2004;12;Scienze biologiche;M;3123
2003/2004;13;Scienze dei beni culturali;F;6815
2003/2004;13;Scienze dei beni culturali;M;2358
2003/2004;14;Scienze della comunicazione;F;9093
2003/2004;14;Scienze della comunicazione;M;6193
2003/2004;14/S;Specialistiche in farmacia e farmacia industriale;F;5319
2003/2004;14/S;Specialistiche in farmacia e farmacia industriale;M;2569
2003/2004;15;Scienze politiche e delle relazioni internazionali;F;4348
2003/2004;15;Scienze politiche e delle relazioni internazionali;M;4878
2003/2004;16;Scienze della Terra;F;475
2003/2004;16;Scienze della Terra;M;1005
2003/2004;17;Scienze dell'economia e della gestione aziendale;F;14657
2003/2004;17;Scienze dell'economia e della gestione aziendale;M;19162
2003/2004;18;Scienze dell'educazione e della formazione;F;13003
2003/2004;18;Scienze dell'educazione e della formazione;M;1766
2003/2004;19;Scienze dell'amministrazione;F;1590
2003/2004;19;Scienze dell'amministrazione;M;2023
2003/2004;2;Scienze dei servizi giuridici;F;2069
2003/2004;2;Scienze dei servizi giuridici;M;1989
2003/2004;20;Scienze e tecnologie agrarie, agroalimentari e forestali;F;1468
2003/2004;20;Scienze e tecnologie agrarie, agroalimentari e forestali;M;3641
2003/2004;21;Scienze e tecnologie chimiche;F;729
2003/2004;21;Scienze e tecnologie chimiche;M;1061
2003/2004;22;Scienze e tecnologie della navigazione marittima e aerea;F;31
2003/2004;22;Scienze e tecnologie della navigazione marittima e aerea;M;128
2003/2004;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;F;3381
2003/2004;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;M;2408
2003/2004;24;Scienze e tecnologie farmaceutiche;F;1715
2003/2004;24;Scienze e tecnologie farmaceutiche;M;959
2003/2004;25;Scienze e tecnologie fisiche;F;525
2003/2004;25;Scienze e tecnologie fisiche;M;1303
2003/2004;26;Scienze e tecnologie informatiche;F;1025
2003/2004;26;Scienze e tecnologie informatiche;M;6328
2003/2004;27;Scienze e tecnologie per l'ambiente e la natura;F;1104
2003/2004;27;Scienze e tecnologie per l'ambiente e la natura;M;1386
2003/2004;28;Scienze economiche;F;4416
2003/2004;28;Scienze economiche;M;5095
2003/2004;29;Filosofia;F;2105
2003/2004;29;Filosofia;M;1713
2003/2004;3;Scienze della mediazione linguistica;F;6207
2003/2004;3;Scienze della mediazione linguistica;M;1119
2003/2004;30;Scienze geografiche;F;285
2003/2004;30;Scienze geografiche;M;356
2003/2004;31;Scienze giuridiche;F;19169
2003/2004;31;Scienze giuridiche;M;14483
2003/2004;32;Scienze matematiche;F;940
2003/2004;32;Scienze matematiche;M;762
2003/2004;33;Scienze delle attivita motorie e sportive;F;1834
2003/2004;33;Scienze delle attivita motorie e sportive;M;3468
2003/2004;34;Scienze e tecniche psicologiche;F;8104
2003/2004;34;Scienze e tecniche psicologiche;M;2226
2003/2004;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;942
2003/2004;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;624
2003/2004;36;Scienze sociologiche;F;2951
2003/2004;36;Scienze sociologiche;M;1834
2003/2004;37;Scienze statistiche;F;508
2003/2004;37;Scienze statistiche;M;641
2003/2004;38;Scienze storiche;F;917
2003/2004;38;Scienze storiche;M;1389
2003/2004;39;Scienze del turismo;F;2421
2003/2004;39;Scienze del turismo;M;1108
2003/2004;4;Scienze dell'architettura e dell'ingegneria edile;F;4478
2003/2004;4;Scienze dell'architettura e dell'ingegneria edile;M;4757
2003/2004;4/S;Specialistiche in architettura e ingegneria edile;F;1913
2003/2004;4/S;Specialistiche in architettura e ingegneria edile;M;1744
2003/2004;40;Scienze e tecnologie zootecniche e delle produzioni animali;F;688
2003/2004;40;Scienze e tecnologie zootecniche e delle produzioni animali;M;569
2003/2004;41;Tecnologie per la conservazione e il restauro dei beni culturali;F;607
2003/2004;41;Tecnologie per la conservazione e il restauro dei beni culturali;M;211
2003/2004;42;Disegno industriale;F;1172
2003/2004;42;Disegno industriale;M;1131
2003/2004;46/S;Specialistiche in medicina e chirurgia;F;3856
2003/2004;46/S;Specialistiche in medicina e chirurgia;M;2482
2003/2004;47/S;Specialistiche in medicina veterinaria;F;837
2003/2004;47/S;Specialistiche in medicina veterinaria;M;409
2003/2004;5;Lettere;F;5576
2003/2004;5;Lettere;M;2261
2003/2004;52/S;Specialistiche in odontoiatria e protesi dentaria;F;267
2003/2004;52/S;Specialistiche in odontoiatria e protesi dentaria;M;371
2003/2004;6;Scienze del servizio sociale;F;3912
2003/2004;6;Scienze del servizio sociale;M;526
2003/2004;7;Urbanistica e scienze della pianificazione territoriale e ambientale;F;259
2003/2004;7;Urbanistica e scienze della pianificazione territoriale e ambientale;M;632
2003/2004;8;Ingegneria civile e ambientale;F;1586
2003/2004;8;Ingegneria civile e ambientale;M;4911
2003/2004;9;Ingegneria dell'informazione;F;2159
2003/2004;9;Ingegneria dell'informazione;M;12774
2003/2004;99999;Classe non definita;F;4544
2003/2004;99999;Classe non definita;M;1252
2003/2004;DS1;Scienze della difesa e della sicurezza;F;58
2003/2004;DS1;Scienze della difesa e della sicurezza;M;463
2003/2004;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;8498
2003/2004;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;3234
2003/2004;SNT2;Professioni sanitarie della riabilitazione;F;3544
2003/2004;SNT2;Professioni sanitarie della riabilitazione;M;1399
2003/2004;SNT3;Professioni sanitarie tecniche;F;2375
2003/2004;SNT3;Professioni sanitarie tecniche;M;1412
2003/2004;SNT4;Professioni sanitarie della prevenzione;F;295
2003/2004;SNT4;Professioni sanitarie della prevenzione;M;405
2002/2003;1;Biotecnologie;F;2614
2002/2003;1;Biotecnologie;M;1404
2002/2003;10;Ingegneria industriale;F;2092
2002/2003;10;Ingegneria industriale;M;10780
2002/2003;104/S;Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica;F;1
2002/2003;11;Lingue e culture moderne;F;8954
2002/2003;11;Lingue e culture moderne;M;2066
2002/2003;12;Scienze biologiche;F;5691
2002/2003;12;Scienze biologiche;M;2664
2002/2003;13;Scienze dei beni culturali;F;6868
2002/2003;13;Scienze dei beni culturali;M;2393
2002/2003;14;Scienze della comunicazione;F;10327
2002/2003;14;Scienze della comunicazione;M;6372
2002/2003;14/S;Specialistiche in farmacia e farmacia industriale;F;4651
2002/2003;14/S;Specialistiche in farmacia e farmacia industriale;M;2244
2002/2003;15;Scienze politiche e delle relazioni internazionali;F;4604
2002/2003;15;Scienze politiche e delle relazioni internazionali;M;5103
2002/2003;16;Scienze della Terra;F;420
2002/2003;16;Scienze della Terra;M;864
2002/2003;16/S;Specialistiche in filologia moderna;F;1
2002/2003;17;Scienze dell'economia e della gestione aziendale;F;14808
2002/2003;17;Scienze dell'economia e della gestione aziendale;M;18756
2002/2003;18;Scienze dell'educazione e della formazione;F;11524
2002/2003;18;Scienze dell'educazione e della formazione;M;1772
2002/2003;19;Scienze dell'amministrazione;F;1579
2002/2003;19;Scienze dell'amministrazione;M;1782
2002/2003;2;Scienze dei servizi giuridici;F;2098
2002/2003;2;Scienze dei servizi giuridici;M;1861
2002/2003;2/S;Specialistiche in archeologia;F;1
2002/2003;20;Scienze e tecnologie agrarie, agroalimentari e forestali;F;1570
2002/2003;20;Scienze e tecnologie agrarie, agroalimentari e forestali;M;3633
2002/2003;21;Scienze e tecnologie chimiche;F;667
2002/2003;21;Scienze e tecnologie chimiche;M;896
2002/2003;22;Scienze e tecnologie della navigazione marittima e aerea;F;18
2002/2003;22;Scienze e tecnologie della navigazione marittima e aerea;M;89
2002/2003;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;F;3761
2002/2003;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;M;2517
2002/2003;23/S;Specialistiche in informatica;F;1
2002/2003;24;Scienze e tecnologie farmaceutiche;F;1329
2002/2003;24;Scienze e tecnologie farmaceutiche;M;821
2002/2003;25;Scienze e tecnologie fisiche;F;612
2002/2003;25;Scienze e tecnologie fisiche;M;1305
2002/2003;26;Scienze e tecnologie informatiche;F;1137
2002/2003;26;Scienze e tecnologie informatiche;M;6712
2002/2003;27;Scienze e tecnologie per l'ambiente e la natura;F;1147
2002/2003;27;Scienze e tecnologie per l'ambiente e la natura;M;1323
2002/2003;28;Scienze economiche;F;4474
2002/2003;28;Scienze economiche;M;5313
2002/2003;29;Filosofia;F;2097
2002/2003;29;Filosofia;M;1711
2002/2003;3;Scienze della mediazione linguistica;F;6543
2002/2003;3;Scienze della mediazione linguistica;M;1471
2002/2003;30;Scienze geografiche;F;274
2002/2003;30;Scienze geografiche;M;298
2002/2003;31;Scienze giuridiche;F;18841
2002/2003;31;Scienze giuridiche;M;13530
2002/2003;32;Scienze matematiche;F;939
2002/2003;32;Scienze matematiche;M;712
2002/2003;33;Scienze delle attivita motorie e sportive;F;1751
2002/2003;33;Scienze delle attivita motorie e sportive;M;3151
2002/2003;34;Scienze e tecniche psicologiche;F;7952
2002/2003;34;Scienze e tecniche psicologiche;M;2190
2002/2003;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;771
2002/2003;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;650
2002/2003;36;Scienze sociologiche;F;2827
2002/2003;36;Scienze sociologiche;M;1556
2002/2003;37;Scienze statistiche;F;523
2002/2003;37;Scienze statistiche;M;650
2002/2003;38;Scienze storiche;F;862
2002/2003;38;Scienze storiche;M;1336
2002/2003;39;Scienze del turismo;F;2390
2002/2003;39;Scienze del turismo;M;1205
2002/2003;4;Scienze dell'architettura e dell'ingegneria edile;F;4051
2002/2003;4;Scienze dell'architettura e dell'ingegneria edile;M;4522
2002/2003;4/S;Specialistiche in architettura e ingegneria edile;F;1589
2002/2003;4/S;Specialistiche in architettura e ingegneria edile;M;1465
2002/2003;40;Scienze e tecnologie zootecniche e delle produzioni animali;F;599
2002/2003;40;Scienze e tecnologie zootecniche e delle produzioni animali;M;521
2002/2003;41;Tecnologie per la conservazione e il restauro dei beni culturali;F;474
2002/2003;41;Tecnologie per la conservazione e il restauro dei beni culturali;M;194
2002/2003;42;Disegno industriale;F;1338
2002/2003;42;Disegno industriale;M;1210
2002/2003;42/S;Specialistiche in lingue e letterature moderne euroamericane;F;1
2002/2003;46/S;Specialistiche in medicina e chirurgia;F;3643
2002/2003;46/S;Specialistiche in medicina e chirurgia;M;2420
2002/2003;47/S;Specialistiche in medicina veterinaria;F;799
2002/2003;47/S;Specialistiche in medicina veterinaria;M;397
2002/2003;5;Lettere;F;5568
2002/2003;5;Lettere;M;2163
2002/2003;52/S;Specialistiche in odontoiatria e protesi dentaria;F;253
2002/2003;52/S;Specialistiche in odontoiatria e protesi dentaria;M;296
2002/2003;57/S;Specialistiche in programmazione e gestione delle politiche e dei servizi sociali;F;9
2002/2003;57/S;Specialistiche in programmazione e gestione delle politiche e dei servizi sociali;M;1
2002/2003;6;Scienze del servizio sociale;F;4448
2002/2003;6;Scienze del servizio sociale;M;560
2002/2003;7;Urbanistica e scienze della pianificazione territoriale e ambientale;F;264
2002/2003;7;Urbanistica e scienze della pianificazione territoriale e ambientale;M;689
2002/2003;8;Ingegneria civile e ambientale;F;1438
2002/2003;8;Ingegneria civile e ambientale;M;4481
2002/2003;9;Ingegneria dell'informazione;F;2048
2002/2003;9;Ingegneria dell'informazione;M;13166
2002/2003;91/S;Specialistiche in statistica economica, finanziaria ed attuariale;M;1
2002/2003;95/S;Specialistiche in storia dell'arte;F;1
2002/2003;99999;Classe non definita;F;4908
2002/2003;99999;Classe non definita;M;2369
2002/2003;DS1;Scienze della difesa e della sicurezza;F;58
2002/2003;DS1;Scienze della difesa e della sicurezza;M;351
2002/2003;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;7744
2002/2003;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;2838
2002/2003;SNT2;Professioni sanitarie della riabilitazione;F;2785
2002/2003;SNT2;Professioni sanitarie della riabilitazione;M;1327
2002/2003;SNT3;Professioni sanitarie tecniche;F;2023
2002/2003;SNT3;Professioni sanitarie tecniche;M;1317
2002/2003;SNT4;Professioni sanitarie della prevenzione;F;219
2002/2003;SNT4;Professioni sanitarie della prevenzione;M;405
2001/2002;1;Biotecnologie;F;2556
2001/2002;1;Biotecnologie;M;1400
2001/2002;10;Ingegneria industriale;F;2242
2001/2002;10;Ingegneria industriale;M;10531
2001/2002;11;Lingue e culture moderne;F;8749
2001/2002;11;Lingue e culture moderne;M;2117
2001/2002;12;Scienze biologiche;F;5091
2001/2002;12;Scienze biologiche;M;2573
2001/2002;13;Scienze dei beni culturali;F;6719
2001/2002;13;Scienze dei beni culturali;M;2275
2001/2002;13/S;Specialistiche in editoria, comunicazione multimediale e giornalismo;F;1
2001/2002;14;Scienze della comunicazione;F;12121
2001/2002;14;Scienze della comunicazione;M;6733
2001/2002;14/S;Specialistiche in farmacia e farmacia industriale;F;4046
2001/2002;14/S;Specialistiche in farmacia e farmacia industriale;M;1966
2001/2002;15;Scienze politiche e delle relazioni internazionali;F;4869
2001/2002;15;Scienze politiche e delle relazioni internazionali;M;5195
2001/2002;16;Scienze della Terra;F;492
2001/2002;16;Scienze della Terra;M;802
2001/2002;17;Scienze dell'economia e della gestione aziendale;F;14608
2001/2002;17;Scienze dell'economia e della gestione aziendale;M;16487
2001/2002;18;Scienze dell'educazione e della formazione;F;10782
2001/2002;18;Scienze dell'educazione e della formazione;M;1652
2001/2002;19;Scienze dell'amministrazione;F;1585
2001/2002;19;Scienze dell'amministrazione;M;1573
2001/2002;2;Scienze dei servizi giuridici;F;1771
2001/2002;2;Scienze dei servizi giuridici;M;1624
2001/2002;20;Scienze e tecnologie agrarie, agroalimentari e forestali;F;1445
2001/2002;20;Scienze e tecnologie agrarie, agroalimentari e forestali;M;3296
2001/2002;20/S;Specialistiche in fisica;F;1
2001/2002;21;Scienze e tecnologie chimiche;F;635
2001/2002;21;Scienze e tecnologie chimiche;M;898
2001/2002;22;Scienze e tecnologie della navigazione marittima e aerea;F;22
2001/2002;22;Scienze e tecnologie della navigazione marittima e aerea;M;75
2001/2002;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;F;3646
2001/2002;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;M;2572
2001/2002;24;Scienze e tecnologie farmaceutiche;F;1040
2001/2002;24;Scienze e tecnologie farmaceutiche;M;587
2001/2002;25;Scienze e tecnologie fisiche;F;594
2001/2002;25;Scienze e tecnologie fisiche;M;1232
2001/2002;26;Scienze e tecnologie informatiche;F;1564
2001/2002;26;Scienze e tecnologie informatiche;M;6844
2001/2002;27;Scienze e tecnologie per l'ambiente e la natura;F;1212
2001/2002;27;Scienze e tecnologie per l'ambiente e la natura;M;1266
2001/2002;28;Scienze economiche;F;4987
2001/2002;28;Scienze economiche;M;5547
2001/2002;28/S;Specialistiche in ingegneria civile;M;3
2001/2002;29;Filosofia;F;1808
2001/2002;29;Filosofia;M;1528
2001/2002;3;Scienze della mediazione linguistica;F;6208
2001/2002;3;Scienze della mediazione linguistica;M;1240
2001/2002;30;Scienze geografiche;F;189
2001/2002;30;Scienze geografiche;M;186
2001/2002;30/S;Specialistiche in ingegneria delle telecomunicazioni;F;2
2001/2002;30/S;Specialistiche in ingegneria delle telecomunicazioni;M;3
2001/2002;31;Scienze giuridiche;F;17657
2001/2002;31;Scienze giuridiche;M;13721
2001/2002;32;Scienze matematiche;F;1118
2001/2002;32;Scienze matematiche;M;789
2001/2002;32/S;Specialistiche in ingegneria elettronica;F;3
2001/2002;32/S;Specialistiche in ingegneria elettronica;M;5
2001/2002;33;Scienze delle attivita motorie e sportive;F;1508
2001/2002;33;Scienze delle attivita motorie e sportive;M;2605
2001/2002;34;Scienze e tecniche psicologiche;F;11362
2001/2002;34;Scienze e tecniche psicologiche;M;2750
2001/2002;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;624
2001/2002;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;502
2001/2002;35/S;Specialistiche in ingegneria informatica;F;21
2001/2002;35/S;Specialistiche in ingegneria informatica;M;75
2001/2002;36;Scienze sociologiche;F;2727
2001/2002;36;Scienze sociologiche;M;1511
2001/2002;36/S;Specialistiche in ingegneria meccanica;M;2
2001/2002;37;Scienze statistiche;F;500
2001/2002;37;Scienze statistiche;M;619
2001/2002;38;Scienze storiche;F;791
2001/2002;38;Scienze storiche;M;1105
2001/2002;38/S;Specialistiche in ingegneria per l'ambiente e il territorio;F;1
2001/2002;38/S;Specialistiche in ingegneria per l'ambiente e il territorio;M;2
2001/2002;39;Scienze del turismo;F;1966
2001/2002;39;Scienze del turismo;M;940
2001/2002;4;Scienze dell'architettura e dell'ingegneria edile;F;2830
2001/2002;4;Scienze dell'architettura e dell'ingegneria edile;M;3379
2001/2002;4/S;Specialistiche in architettura e ingegneria edile;F;1674
2001/2002;4/S;Specialistiche in architettura e ingegneria edile;M;1540
2001/2002;40;Scienze e tecnologie zootecniche e delle produzioni animali;F;489
2001/2002;40;Scienze e tecnologie zootecniche e delle produzioni animali;M;396
2001/2002;41;Tecnologie per la conservazione e il restauro dei beni culturali;F;331
2001/2002;41;Tecnologie per la conservazione e il restauro dei beni culturali;M;143
2001/2002;42;Disegno industriale;F;949
2001/2002;42;Disegno industriale;M;924
2001/2002;46/S;Specialistiche in medicina e chirurgia;F;2889
2001/2002;46/S;Specialistiche in medicina e chirurgia;M;1809
2001/2002;47/S;Specialistiche in medicina veterinaria;F;775
2001/2002;47/S;Specialistiche in medicina veterinaria;M;398
2001/2002;5;Lettere;F;5996
2001/2002;5;Lettere;M;2405
2001/2002;52/S;Specialistiche in odontoiatria e protesi dentaria;F;258
2001/2002;52/S;Specialistiche in odontoiatria e protesi dentaria;M;253
2001/2002;6;Scienze del servizio sociale;F;3560
2001/2002;6;Scienze del servizio sociale;M;444
2001/2002;7;Urbanistica e scienze della pianificazione territoriale e ambientale;F;199
2001/2002;7;Urbanistica e scienze della pianificazione territoriale e ambientale;M;448
2001/2002;8;Ingegneria civile e ambientale;F;1592
2001/2002;8;Ingegneria civile e ambientale;M;4125
2001/2002;9;Ingegneria dell'informazione;F;2282
2001/2002;9;Ingegneria dell'informazione;M;14038
2001/2002;99999;Classe non definita;F;5433
2001/2002;99999;Classe non definita;M;3532
2001/2002;DS1;Scienze della difesa e della sicurezza;F;43
